aluguel,CEP,Município,Bairro,Logradouro,Condomínio,IPTU,Tamanho,Vagas na garagem,Área útil,Banheiros,Tipo,Aluguel + Condomínio,Detalhes do imóvel,Detalhes do condomínio,Área construída,Acomoda,Características
1.250,20551030,Rio de Janeiro,Vila Isabel,Boulevard Vinte e Oito de Setembro - até 171 - lado ímpar,,,12m²,0,,,,,,,,,
600,21610430,Rio de Janeiro,Marechal Hermes,Rua General Cláudio,R$ 0,R$ 0,,,30m²,1,Kitnet,R$ 600,,,,,
1.800,26520541,Nilópolis,Nossa Senhora de Fátima,Rua Roldão Gonçalves - de 1493 ao fim - lado ímpar,,R$ 1.100,,1,,3,Padrão,,"Área de serviço, Armários na cozinha, Varanda",Área murada,140m²,,
700,23042540,Rio de Janeiro,Campo Grande,Rua Jorge Sampaio,R$ 250,R$ 0,,1,42m²,1,Padrão,R$ 950,"Área de serviço, Churrasqueira","Condomínio fechado, Permitido animais, Portaria, Salão de festas, Segurança 24h",,,
290.000,21555150,Rio de Janeiro,Bento Ribeiro,Rua Conde de Rezende - de 166/167 ao fim,,R$ 1.000,,2,,3,Casa de vila,,"Área de serviço, Churrasqueira, Varanda","Condomínio fechado, Portão eletrônico",101m²,,
1.200,23078001,Rio de Janeiro,Campo Grande,Avenida Brasil - de 37680 a 49798 - lado par,,,,1,,1,Padrão,R$ 1.200,"Área de serviço, Churrasqueira, Piscina","Condomínio fechado, Permitido animais, Piscina, Portaria, Salão de festas, Segurança 24h",,,
540,21340430,Rio de Janeiro,Oswaldo Cruz,Rua Japim,R$ 0,R$ 0,,,20m²,1,Kitnet,R$ 540,,,,,
330.000,26520740,Nilópolis,Nossa Senhora de Fátima,Rua Maria de Lourdes,R$ 0,R$ 1.000,,1,,2,Padrão,,,,88m²,,
8.450,22793080,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - de 5152/5153 a 6733/6734,R$ 2.082,R$ 409,,2,120m²,3,Padrão,R$ 10.532,"Academia, Ar condicionado, Área de serviço, Churrasqueira, Mobiliado, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Piscina, Segurança 24h",,,
1.550,22010000,Rio de Janeiro,Copacabana,Avenida Atlântica - até 1020 - lado par,R$ 510,R$ 122,,,20m²,1,Kitnet,R$ 2.060,Mobiliado,Elevador,,,
1.200,23575906,Rio de Janeiro,Santa Cruz,Avenida Padre Guilherme Decaminada - até 1915/1916,R$ 1,R$ 1,,1,48m²,1,Padrão,R$ 1.201,,"Condomínio fechado, Portaria, Salão de festas, Segurança 24h",,,
350.000,26510043,Nilópolis,Olinda,Rua Pracinha Wallace Paes Leme - de 322 a 738 - lado par,R$ 0,R$ 1.000,,1,,3,Padrão,,Varanda,Permitido animais,115m²,,
1.000,22775003,Rio de Janeiro,Barra da Tijuca,Avenida Ayrton Senna - de 662 a 3200 - lado par,R$ 831,R$ 645,29m²,1,,,,,,,,,
180.000,22775003,Rio de Janeiro,Barra da Tijuca,Avenida Ayrton Senna - de 662 a 3200 - lado par,R$ 831,R$ 645,29m²,1,,,,,,,,,
5.000,22790704,Rio de Janeiro,Recreio dos Bandeirantes,Avenida das Américas - de 15598 a 20000 - lado par,R$ 2.540,R$ 1.006,84m²,1,,,,,,,,,
350.000,22790704,Rio de Janeiro,Recreio dos Bandeirantes,Avenida das Américas - de 15598 a 20000 - lado par,R$ 2.540,R$ 1.006,84m²,1,,,,,,,,,
530.000,24936190,Maricá,Barroco (Itaipuaçu),Rua das Avencas,R$ 0,R$ 0,,2,,3,Padrão,,"Área de serviço, Churrasqueira",Permitido animais,86m²,,
1.250,25071160,Duque de Caxias,Jardim Vinte e Cinco de Agosto,Rua Ailton da Costa,R$ 477,R$ 92,28m²,0,,,,,,,,,
2.000,22760400,Rio de Janeiro,Freguesia (Jacarepaguá),Avenida Geremário Dantas - de 1047 ao fim - lado ímpar,R$ 1.111,R$ 115,,1,86m²,2,Padrão,R$ 3.111,Varanda,,,,
1.800,22710074,Rio de Janeiro,Taquara,Rua Caçu,R$ 145,R$ 75,,,,1,Casa de condomínio,R$ 1.945,,,120m²,,
1.800,22710074,Rio de Janeiro,Taquara,Rua Caçu,R$ 145,R$ 75,,,,2,Casa de condomínio,R$ 1.945,Churrasqueira,,160m²,,
800,21021610,Rio de Janeiro,Olaria,Rua Noêmia Nunes,,,,,,1,Casa de vila,R$ 800,Armários na cozinha,Permitido animais,,,
390.000,25976025,Teresópolis,Várzea,Rua Manoel José Lebrão - até 1000/1001,R$ 591,R$ 654,,1,60m²,1,Padrão,,"Churrasqueira, Piscina, Varanda","Elevador, Piscina, Salão de festas, Segurança 24h",,,
1.212,22733010,Rio de Janeiro,Praça Seca,Rua Albano,R$ 40,R$ 0,,,,1,Casa de vila,R$ 1.252,,,198m²,,
3.800,24342390,Niterói,Maravista,Rua Maria Tereza de Castro Spa,R$ 350,R$ 267,,3,,5 ou mais,Casa de condomínio,R$ 4.150,"Churrasqueira, Piscina",Piscina,200m²,,
1.550,21341190,Rio de Janeiro,Oswaldo Cruz,Rua Conde de Linhares,R$ 0,R$ 0,,,,1,Padrão,R$ 1.550,,,70m²,,
1.900,22070011,Rio de Janeiro,Copacabana,Avenida Nossa Senhora de Copacabana - de 1109 ao fim - lado ímpar,R$ 811,R$ 128,,,40m²,1,Kitnet,R$ 2.711,,,,,
998.000,22790695,Rio de Janeiro,Recreio dos Bandeirantes,Rua Alfredo Lopes de Souza,R$ 1.980,R$ 2.970,,2,163m²,3,Padrão,,"Academia, Ar condicionado, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
170,25953010,Teresópolis,Várzea,Rua Francisco Sá - lado par,,,,1,,,,,,,,,
1.500,26210220,Nova Iguaçu,Centro,Avenida Governador Roberto Silveira - de 257/258 a 727/728,R$ 480,R$ 70,27m²,0,,,,,,,,,
650,26510608,Nilópolis,Centro,Rua Antônio João Mendonça - até 641 - lado ímpar,,R$ 50,,0,,1,,,,,80m²,,
320.000,23030310,Rio de Janeiro,Guaratiba,,R$ 0,R$ 0,,2,,2,Casa de condomínio,,"Área de serviço, Churrasqueira, Varanda","Área murada, Condomínio fechado, Permitido animais, Portão eletrônico",320m²,,
2.600.000,22410001,Rio de Janeiro,Ipanema,Rua Visconde de Pirajá - até 331 - lado ímpar,R$ 2.518,R$ 701,,1,169m²,1,Padrão,,"Ar condicionado, Mobiliado",Elevador,,,
6.500,22630070,Rio de Janeiro,Barra da Tijuca,Rua Jornalista Pierre Plancher,R$ 1.200,R$ 800,,1,,4,Casa de condomínio,R$ 7.700,"Churrasqueira, Varanda",Academia,216m²,,
832.260,22790695,Rio de Janeiro,Recreio dos Bandeirantes,Rua Alfredo Lopes de Souza,R$ 1.700,R$ 2.214,,2,147m²,3,Padrão,,"Academia, Ar condicionado, Churrasqueira, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
170.000,21241051,Rio de Janeiro,Vigário Geral,Avenida Brasil - de 14601 a 16689 - lado ímpar,R$ 0,R$ 11.764,7500m²,5 ou mais,,,,,,,,,
796.434,22790695,Rio de Janeiro,Recreio dos Bandeirantes,Rua Alfredo Lopes de Souza,R$ 1.800,R$ 2.214,,2,139m²,3,Padrão,,"Academia, Churrasqueira, Piscina","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
2.000.000,22790210,Rio de Janeiro,Recreio dos Bandeirantes,Rua Odilon Duarte Braga,R$ 0,R$ 2.096,360m²,,,,,,,,,,
145.000,21381009,Rio de Janeiro,Quintino Bocaiúva,Rua Padre Manuel da Nóbrega,,,,,,1,Padrão,,Área de serviço,,,,
800,20770240,Rio de Janeiro,Todos os Santos,Rua José Bonifácio,R$ 390,R$ 81,26m²,1,,,,,,,,,
900,24724565,São Gonçalo,Vista Alegre,Avenida Presidente Truman,R$ 350,R$ 60,,1,60m²,1,Padrão,R$ 1.250,"Academia, Churrasqueira, Piscina","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
15.000,25961001,Teresópolis,Cascata dos Amores,Estrada das Taboinhas - de 814/815 ao fim,,R$ 1.500,,5 ou mais,,5 ou mais,Padrão,R$ 15.000,"Ar condicionado, Área de serviço, Armários na cozinha, Armários no quarto, Churrasqueira, Mobiliado, Quarto de serviço, Varanda","Academia, Área murada, Permitido animais, Piscina, Portão eletrônico",4000m²,,
3.250,20521040,Rio de Janeiro,Tijuca,Rua Jorge Lossio,R$ 30,R$ 0,,,,4,Casa de vila,R$ 3.280,"Área de serviço, Churrasqueira, Varanda",,250m²,,
1.905.000,22420020,Rio de Janeiro,Ipanema,Rua Farme de Amoedo,R$ 0,R$ 0,,,54m²,1,Padrão,,"Ar condicionado, Varanda",,,,
140.000,22790702,Rio de Janeiro,Recreio dos Bandeirantes,Avenida das Américas - de 12004 a 15596 - lado par,R$ 12.000,R$ 112.608,610m²,5 ou mais,,,,,,,,,
6.500,21940080,Rio de Janeiro,Jardim Guanabara,Rua Correia e Castro,R$ 0,R$ 490,,4,,5 ou mais,Padrão,R$ 6.500,Varanda,,400m²,,
3.470.000,22290040,Rio de Janeiro,Botafogo,Rua General Severiano,R$ 2.500,R$ 2.500,,2,177m²,3,Padrão,,"Churrasqueira, Varanda","Elevador, Salão de festas",,,
630.000,22790880,Rio de Janeiro,Recreio dos Bandeirantes,Rua Luiz Carlos Sarolli,R$ 1.000,R$ 1.610,,1,72m²,2,Padrão,,"Academia, Ar condicionado, Churrasqueira, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
629.000,22790880,Rio de Janeiro,Recreio dos Bandeirantes,Rua Luiz Carlos Sarolli,R$ 1.000,R$ 1.610,,1,72m²,2,Padrão,,"Academia, Ar condicionado, Churrasqueira, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Salão de festas",,,
629.000,22790880,Rio de Janeiro,Recreio dos Bandeirantes,Rua Luiz Carlos Sarolli,R$ 1.000,R$ 1.610,,1,72m²,2,Padrão,,"Academia, Ar condicionado, Churrasqueira, Mobiliado, Piscina, Varanda","Academia, Elevador, Permitido animais, Piscina, Salão de festas",,,
630.000,22790880,Rio de Janeiro,Recreio dos Bandeirantes,Rua Luiz Carlos Sarolli,R$ 1.000,R$ 1.200,,1,72m²,2,Padrão,,"Academia, Ar condicionado, Churrasqueira, Mobiliado, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
1.410,22713320,Rio de Janeiro,Jacarepaguá,Estrada Mapua (TAQUARA) - lado ímpar,R$ 370,R$ 0,,1,60m²,1,Padrão,R$ 1.780,"Churrasqueira, Piscina","Condomínio fechado, Elevador, Piscina, Salão de festas",,,
2.200,21555310,Rio de Janeiro,Marechal Hermes,Rua Belize,R$ 45,R$ 0,,,,1,Casa de condomínio,R$ 2.245,"Churrasqueira, Piscina, Varanda",Piscina,120m²,,
2.200,21555310,Rio de Janeiro,Marechal Hermes,Rua Belize,R$ 0,R$ 45,,2,,4,Casa de condomínio,R$ 2.200,Churrasqueira,,142m²,,
490.000,24935440,Maricá,Jardim Atlântico Oeste (Itaipuaçu),Rua Van Lerbergue - de Quadra 3 a Quadra 32,,,,4,,2,Padrão,,,,100m²,,
1.500,23050102,Rio de Janeiro,Campo Grande,Avenida Cesário de Melo - de 2840 a 4266 - lado par,R$ 0,R$ 2.000,60m²,,,,,,,,,,
800,23050102,Rio de Janeiro,Campo Grande,Avenida Cesário de Melo - de 2840 a 4266 - lado par,R$ 0,R$ 1.000,27m²,,,,,,,,,,
3.200,20260142,Rio de Janeiro,Tijuca,Rua Haddock Lobo - de 192 ao fim - lado par,R$ 350,R$ 675,70m²,,,,,,,,,,
2.700.000,26210260,Nova Iguaçu,Centro,Rua Iracema Soares Pereira Junqueira,R$ 10.000,R$ 1.100,460m²,5 ou mais,,,,,,,,,
27.000,26210260,Nova Iguaçu,Centro,Rua Iracema Soares Pereira Junqueira,R$ 10.000,R$ 1.100,460m²,5 ou mais,,,,,,,,,
180.000,26210210,Nova Iguaçu,Centro,Avenida Governador Roberto Silveira - até 255/256,R$ 430,R$ 80,25m²,1,,,,,,,,,
1.250,25071160,Duque de Caxias,Jardim Vinte e Cinco de Agosto,Rua Ailton da Costa,R$ 477,R$ 92,28m²,0,,,,,,,,,
5.500,22790682,Rio de Janeiro,Recreio dos Bandeirantes,Avenida Miguel Antônio Fernandes,R$ 1.300,R$ 520,,2,,5 ou mais,Casa de condomínio,R$ 6.800,"Armários na cozinha, Churrasqueira, Piscina, Varanda",Piscina,200m²,,
650.000,24340290,Niterói,Serra Grande,Avenida General Atratino Côrtes Coutinho (Lot Argeu Fazendinha),R$ 0,R$ 1.900,,1,,2,Padrão,,"Área de serviço, Varanda",Permitido animais,115m²,,
1.400,26023020,Nova Iguaçu,Posse,Rua Ângela Maria,R$ 30,R$ 64,,1,,2,Casa de condomínio,R$ 1.430,,Condomínio fechado,58m²,,
6.000,22743051,Rio de Janeiro,Pechincha,Estrada Pau-ferro - até 500 - lado par,R$ 0,R$ 5.500,,5 ou mais,,2,Padrão,R$ 6.000,Ar condicionado,,157m²,,
21.700,23050360,Rio de Janeiro,Campo Grande,Rua Coronel Agostinho,R$ 0,R$ 0,92m²,0,,,,,,,,,
23.000,23050360,Rio de Janeiro,Campo Grande,Rua Coronel Agostinho,R$ 0,R$ 0,72m²,0,,,,,,,,,
1.500,24933630,Maricá,Jardim Atlântico Leste (Itaipuaçu),Rua Setenta - de Quadra 344 a Quadra 346,,,50m²,0,,,,,,,,,
700,23575100,Rio de Janeiro,Santa Cruz,Rua Camacho,R$ 292,R$ 10,,1,40m²,1,Padrão,R$ 992,"Área de serviço, Churrasqueira",,,,
20.000,21540500,Rio de Janeiro,Rocha Miranda,Estrada do Barro Vermelho - até 1030/1031,R$ 142,R$ 265,653m²,5 ou mais,,,,,,,,,
597.000,25963402,Teresópolis,Várzea,Rua José Elías Zaquem - de 801/802 ao fim,R$ 577,R$ 77,,1,74m²,3,Padrão,,Varanda,,,,
2.200,21862070,Rio de Janeiro,Bangu,Rua Ceres,,,120m²,0,,,,,,,,,
199.000,21361500,Rio de Janeiro,Irajá,Rua Eugênio Gudin,R$ 520,R$ 34,,1,51m²,2,Padrão,,"Academia, Ar condicionado, Churrasqueira, Piscina","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
950,21330810,Rio de Janeiro,Campinho,Rua Cirilo da Silveira,R$ 0,R$ 0,60m²,0,,,,,,,,,
970.000,22030020,Rio de Janeiro,Copacabana,,R$ 945,R$ 223,,1,41m²,1,Padrão,,"Academia, Piscina","Academia, Elevador, Permitido animais, Piscina, Salão de festas, Segurança 24h",,,
7.500,22743670,Rio de Janeiro,Freguesia (Jacarepaguá),Rua Geminiano Gois,R$ 600,R$ 348,,4,,5 ou mais,Casa de condomínio,R$ 8.100,"Churrasqueira, Piscina",Piscina,410m²,,
5.000,26290048,Nova Iguaçu,Palhada,Rua José Cabral,R$ 0,R$ 0,780m²,0,,,,,,,,,
500,22730001,Rio de Janeiro,Taquara,Avenida Nelson Cardoso - de 884/885 ao fim,R$ 1.032,R$ 0,34m²,,,,,,,,,,
480.000,24934145,Maricá,Jardim Atlântico Central (Itaipuaçu),Rua Wilson Teixeira Barbosa - de Quadra 250 a Quadra 254,R$ 0,R$ 400,,2,480m²,2,Padrão,,,,,,
800,20735080,Rio de Janeiro,Méier,Rua Silva Rabelo,R$ 914,R$ 105,24m²,1,,,,,,,,,
2.800,21331720,Rio de Janeiro,Oswaldo Cruz,Estrada Intendente Magalhães - de 336 a 628 - lado par,R$ 250,R$ 0,,2,,2,Casa de condomínio,R$ 3.050,Varanda,,125m²,,
8.000,26520020,Nilópolis,Centro,Rua João Pessoa - de 1228/1229 a 1618/1619,R$ 0,R$ 0,380m²,0,,,,,,,,,
1.600,24020290,Niterói,Centro,Rua Acadêmico Walter Gonçalves,R$ 1.200,R$ 0,70m²,0,,,,,,,,,
8.700,22790685,Rio de Janeiro,Recreio dos Bandeirantes,Rua Rivadavia Campos,R$ 883,R$ 715,,2,,1,Casa de condomínio,R$ 9.583,"Ar condicionado, Churrasqueira, Mobiliado, Piscina, Varanda",Piscina,400m²,,
890.000,22795078,Rio de Janeiro,Recreio dos Bandeirantes,Avenida Genaro de Carvalho - de 934 ao fim - lado par,R$ 800,R$ 0,,2,110m²,3,Padrão,,"Área de serviço, Varanda",Elevador,,,
1.150.000,24346080,Niterói,Itaipu,Rua Luiz Eduardo Lobo,R$ 0,R$ 0,,2,,5 ou mais,Padrão,,"Ar condicionado, Área de serviço",Permitido animais,177m²,,
1.200.000,24348095,Niterói,Itacoatiara,Estrada de Itacoatiara,R$ 0,R$ 249,,3,,5 ou mais,Padrão,,,Permitido animais,200m²,,
18.000,26255130,Nova Iguaçu,Joana D'Arc,Rua Tabelião Murilo Costa,R$ 0,R$ 0,,1,,2,Padrão,R$ 18.000,Área de serviço,,850m²,,
8.500.000,22630200,Rio de Janeiro,Barra da Tijuca,Rua Rodolfo de Campos,R$ 2.000,R$ 2.800,,5 ou mais,,5 ou mais,Casa de condomínio,,"Ar condicionado, Churrasqueira, Mobiliado, Porteiro 24h","Academia, Condomínio fechado, Permitido animais, Portão eletrônico",800m²,,
39.000,22630200,Rio de Janeiro,Barra da Tijuca,Rua Rodolfo de Campos,R$ 2.000,R$ 2.800,,5 ou mais,,5 ou mais,Casa de condomínio,R$ 41.000,"Ar condicionado, Churrasqueira, Mobiliado, Porteiro 24h","Academia, Condomínio fechado, Permitido animais, Portão eletrônico",800m²,,
1.350.000,21940180,Rio de Janeiro,Jardim Guanabara,Rua Itua - até 1624 - lado par,R$ 0,R$ 0,,2,,5 ou mais,Padrão,,"Churrasqueira, Piscina","Permitido animais, Piscina",195m²,,
30.000,26220010,Nova Iguaçu,Centro,Rua Arcelino Pereira Neves,R$ 0,R$ 2.140,1000m²,0,,,,,,,,,
1.250,22720410,Rio de Janeiro,Taquara,Avenida dos Mananciais - lado par,R$ 60,R$ 0,,,,1,Casa de vila,R$ 1.310,Varanda,,48m²,,
2.300,24210510,Niterói,Ingá,Rua Tiradentes,R$ 1.023,R$ 166,,1,115m²,3,Padrão,R$ 3.323,"Academia, Churrasqueira, Piscina","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Salão de festas",,,
2.490.000,24358665,Niterói,Camboinhas,Rua Engenheiro Nílton Vianna,R$ 0,R$ 0,,2,,4,Padrão,,Piscina,Piscina,200m²,,
2.500,25961110,Teresópolis,Alto,Rua Tietê,R$ 600,R$ 0,,1,86m²,3,Cobertura,R$ 3.100,,,,,
4.000,20020906,Rio de Janeiro,Centro,Avenida Nilo Peçanha,R$ 1.971,R$ 604,70m²,,,,,,,,,,
4.200,20541050,Rio de Janeiro,Vila Isabel,Rua Araújo Lima,R$ 0,R$ 220,,2,,4,Padrão,R$ 4.200,Churrasqueira,,250m²,,
800,23040160,Rio de Janeiro,Campo Grande,Estrada dos Caboclos - até 1000/1001,R$ 252,R$ 10,,1,41m²,1,Padrão,R$ 1.052,"Área de serviço, Churrasqueira, Piscina","Permitido animais, Piscina, Salão de festas",,,
20.000,22776050,Rio de Janeiro,Barra da Tijuca,Rua Jacarandás da Península,R$ 7.000,R$ 1.300,,4,370m²,5 ou mais,Padrão,R$ 27.000,"Academia, Ar condicionado, Churrasqueira, Mobiliado, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
16.000,22790210,Rio de Janeiro,Recreio dos Bandeirantes,Rua Odilon Duarte Braga,R$ 0,R$ 2.096,360m²,,,,,,,,,,
470.000,24935435,Maricá,Jardim Atlântico Oeste (Itaipuaçu),Rua Georgilei Rodrigues - até Quadra 31,R$ 0,R$ 0,,3,,3,Padrão,,"Área de serviço, Churrasqueira",Permitido animais,95m²,,
150.000,23050410,Rio de Janeiro,Campo Grande,Rua Ilhéus,R$ 0,R$ 0,,0,,1,Padrão,,,Permitido animais,66m²,,
3.199.890,22790702,Rio de Janeiro,Recreio dos Bandeirantes,Avenida das Américas - de 12004 a 15596 - lado par,R$ 900,R$ 7.500,,4,,5 ou mais,Casa de condomínio,,"Churrasqueira, Piscina, Porteiro 24h","Condomínio fechado, Permitido animais, Piscina, Portão eletrônico",290m²,,
16.500,22793200,Rio de Janeiro,Barra da Tijuca,Rua Domingos Azevedo,R$ 1.300,R$ 1.100,,4,,5 ou mais,Casa de condomínio,R$ 17.800,"Ar condicionado, Área de serviço, Armários na cozinha, Armários no quarto, Porteiro 24h, Quarto de serviço","Condomínio fechado, Permitido animais, Portão eletrônico",400m²,,
1.500,22040001,Rio de Janeiro,Copacabana,Rua Barata Ribeiro - de 247 a 571 - lado ímpar,R$ 750,R$ 80,,1,25m²,1,Kitnet,R$ 2.250,,Elevador,,,
430.000,25976025,Teresópolis,Várzea,Rua Manoel José Lebrão - até 1000/1001,R$ 636,R$ 654,,1,60m²,1,Padrão,,"Churrasqueira, Piscina, Varanda","Elevador, Piscina, Salão de festas, Segurança 24h",,,
900.000,22783395,Rio de Janeiro,Vargem Pequena,Rua Paulo José Mahfud,R$ 535,R$ 320,,3,,4,Casa de condomínio,,"Armários na cozinha, Churrasqueira, Piscina, Varanda",Piscina,185m²,,
900,20551030,Rio de Janeiro,Vila Isabel,Boulevard Vinte e Oito de Setembro - até 171 - lado ímpar,R$ 1.200,R$ 306,80m²,1,,,,,,,,,
950,21770102,Rio de Janeiro,Realengo,Rua Manuel Prestelo de Gois Filho,R$ 0,R$ 0,,1,,1,Padrão,R$ 950,Mobiliado,,70m²,,
1.300,21311110,Rio de Janeiro,Cascadura,Rua Nerval de Gouveia - de 169 ao fim - lado ímpar,R$ 0,R$ 0,,,,1,Casa de vila,R$ 1.300,"Área de serviço, Varanda",,80m²,,
1.200,20715004,Rio de Janeiro,Engenho Novo,Rua Barão do Bom Retiro - de 984 a 1802 - lado par,R$ 900,R$ 116,,1,62m²,1,Padrão,R$ 2.100,"Área de serviço, Churrasqueira, Varanda","Elevador, Salão de festas",,,
265.000,23025200,Rio de Janeiro,Pedra de Guaratiba,Rua Soldado Almandio Goering,R$ 0,R$ 0,,1,,1,Casa de condomínio,,Varanda,,72m²,,
899.000,25961265,Teresópolis,Alto,Rua Jorge Lossio,R$ 500,R$ 1.802,,1,116m²,3,Padrão,,"Área de serviço, Churrasqueira, Varanda",,,,
3.000,26285005,Nova Iguaçu,Moquetá,Avenida Doutor Salles Teixeira,R$ 0,R$ 700,190m²,0,,,,,,,,,
600,20040007,Rio de Janeiro,Centro,,R$ 600,R$ 100,30m²,0,,,,,,,,,
20.000,26041061,Nova Iguaçu,Parque Flora,Avenida Henrique Duque Estrada Meyer - de 2972/2973 a 3146/3147,R$ 0,R$ 0,850m²,0,,,,,,,,,
60.000,20551055,Rio de Janeiro,Vila Isabel,Boulevard Vinte e Oito de Setembro - de 136 a 294 - lado par,R$ 0,R$ 107,4566m²,5 ou mais,,,,,,,,,
250.000,22795006,Rio de Janeiro,Barra da Tijuca,Avenida Lúcio Costa - de 6502 a 9550 - lado par,R$ 2.500,R$ 110.000,2465m²,5 ou mais,,,,,,,,,
150.000,22795006,Rio de Janeiro,Barra da Tijuca,Avenida Lúcio Costa - de 6502 a 9550 - lado par,R$ 5.000,R$ 30.000,1000m²,5 ou mais,,,,,,,,,
16.500,22640100,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - até 1600 - lado par,R$ 1.300,R$ 1.100,,4,,5 ou mais,Casa de condomínio,R$ 17.800,"Churrasqueira, Piscina, Varanda",Piscina,400m²,,
220.000,22743290,Rio de Janeiro,Pechincha,Rua Paracaima,R$ 100,R$ 0,,1,,1,Padrão,,Área de serviço,,35m²,,
1.200,22743290,Rio de Janeiro,Pechincha,Rua Paracaima,R$ 100,R$ 0,,1,,1,Padrão,R$ 1.300,Área de serviço,,35m²,,
2.970.000,22641490,Rio de Janeiro,Itanhangá,Rua Marituba,R$ 2.115,R$ 1.146,,3,,5 ou mais,Casa de condomínio,,"Ar condicionado, Churrasqueira, Piscina, Varanda",Piscina,430m²,,
25.000,22641490,Rio de Janeiro,Itanhangá,Rua Marituba,R$ 2.115,R$ 1.146,,3,,5 ou mais,Casa de condomínio,R$ 27.115,"Ar condicionado, Churrasqueira, Piscina, Varanda",Piscina,430m²,,
750,24710480,São Gonçalo,Raul Veiga,Estrada Raul Veiga,R$ 383,R$ 120,25m²,1,,,,,,,,,
1.500,20241110,Rio de Janeiro,Centro,Rua Joaquim Silva,R$ 480,R$ 0,,,43m²,1,Kitnet,R$ 1.980,,Elevador,,,
800,21770100,Rio de Janeiro,Realengo,Rua do Governo,R$ 0,R$ 0,,,70m²,1,Padrão,R$ 800,,,,,
700,21070540,Rio de Janeiro,Penha,Rua Monsenhor Alves Rocha,R$ 487,R$ 57,28m²,1,,,,,,,,,
400,20040009,Rio de Janeiro,Centro,Avenida Rio Branco - de 221 ao fim - lado ímpar,R$ 1.176,R$ 428,50m²,0,,,,,,,,,
3.800,22785600,Rio de Janeiro,Vargem Grande,Rua Manhuaçu,R$ 500,R$ 200,,2,,1,Casa de condomínio,R$ 4.300,"Churrasqueira, Piscina",Piscina,200m²,,
390.000,23045190,Rio de Janeiro,Campo Grande,Estrada da Cambota,R$ 0,R$ 0,,1,,3,Padrão,,,,100m²,,
1.300,20020100,Rio de Janeiro,Centro,Avenida Nilo Peçanha,R$ 974,R$ 645,100m²,0,,,,,,,,,
580.000,24342770,Niterói,Serra Grande,Rua Carla Backx,R$ 0,R$ 1.400,,2,,2,Padrão,,,Permitido animais,136m²,,
1.200,21331410,Rio de Janeiro,Bento Ribeiro,Rua Ararapira,R$ 50,R$ 10,,1,,2,Casa de vila,R$ 1.250,Varanda,,55m²,,
8.750,20521260,Rio de Janeiro,Tijuca,Rua Henrique Fleiuss,R$ 0,R$ 477,,2,450m²,5 ou mais,Padrão,R$ 8.750,"Ar condicionado, Churrasqueira, Piscina",Piscina,,,
900,23092093,Rio de Janeiro,Campo Grande,Rua Antônio Carlos Belchior,R$ 249,R$ 0,,1,47m²,1,Padrão,R$ 1.149,"Churrasqueira, Piscina","Condomínio fechado, Permitido animais, Piscina, Portaria, Salão de festas",,,
6.000,25977145,Teresópolis,Albuquerque,Avenida das Hortênsias,R$ 0,R$ 800,,5 ou mais,,5 ou mais,Padrão,R$ 6.000,Mobiliado,Permitido animais,500m²,,
3.000,22713169,Rio de Janeiro,Taquara,Estrada do Outeiro Santo,R$ 50,R$ 1.600,,1,,3,Padrão,R$ 3.050,,Permitido animais,120m²,,
190.000,20740260,Rio de Janeiro,Piedade,Rua Assis Carneiro,R$ 0,R$ 570,,1,44m²,1,Padrão,,,,,,
6.100,24355240,Niterói,Piratininga,Rua Santo Eduardo,R$ 1.800,R$ 630,,4,,4,Padrão,R$ 7.900,Piscina,Piscina,383m²,,
1.525.000,24355240,Niterói,Piratininga,Rua Santo Eduardo,R$ 1.800,R$ 630,,4,,4,Padrão,,Piscina,Piscina,383m²,,
1.200,20031007,Rio de Janeiro,Centro,Avenida Treze de Maio,R$ 1.508,R$ 366,62m²,,,,,,,,,,
400.000,20031007,Rio de Janeiro,Centro,Avenida Treze de Maio,R$ 1.508,R$ 366,62m²,,,,,,,,,,
3.200,22783117,Rio de Janeiro,Vargem Pequena,Estrada dos Bandeirantes - de 11055 a 13737 - lado ímpar,R$ 520,R$ 0,,1,,1,Casa de condomínio,R$ 3.720,"Churrasqueira, Piscina, Varanda",Piscina,100m²,,
